node_id,val_loss,status,train_samples
8001,0.0173385924635789,normal
8002,0.0187366051026261,normal
8003,0.0179529735245383,normal
8004,0.0817010947144948,normal
8005,0.0150102739070737,abnormal
8006,0.0116600688779726,normal
8007,0.0123931977790422,normal
8008,0.0121566370675841,abnormal
8009,0.0165703924229511,normal
8010,0.0211641890211747,normal
8011,0.0104652455937507,normal
8012,0.0186883590351312,abnormal
8013,0.020511096320115,normal
8014,0.0261721467264951,normal
8015,0.021534941689826,normal
8016,0.0192135780428846,normal
8017,0.0138257256476208,normal
8018,0.0171866703491944,normal
8019,0.0175173163939362,normal
8020,0.0201014368914258,normal
8021,0.011845397883847,normal
8022,0.0157549944109259,normal
8023,0.0160724128811405,normal
8024,0.0174886594550349,normal
8025,0.0206407399493313,normal
8026,0.0170797971674265,normal
8027,0.0248807453287717,normal
8028,0.0220966176573364,normal
8029,0.0112496068916068,normal
8030,0.0284869110163969,normal
8031,0.014671171346727,normal
8032,0.0139431704719288,normal
8033,0.0170358158409213,normal
8034,0.0234902850692955,normal
8035,0.0205940543554532,normal
8036,0.0170290644692127,normal
8037,0.0255480663468822,normal
8038,0.0464022402675488,normal
8039,0.0290889522681633,normal
8040,0.0168936910012211,normal
8041,0.0150916816380161,normal
8042,0.0220743422515881,normal
